Format Version,1.23,Take Name,Take 2024-05-04 07.06.18 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-05-04 07.06.19.896 PM,Capture Start Frame,890673,Total Frames in Take,44039,Total Exported Frames,44039,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
294,9.800000,1.566339,-1.546149,-0.261582,540.577271,886.523438,269.092010
295,9.833333,1.609940,-1.628105,-0.427320,540.443848,886.488159,268.973206
296,9.866667,1.576451,-1.649360,-0.453726,540.408447,886.499329,268.947723
297,9.900000,1.592705,-1.643162,-0.472592,540.418884,886.463440,268.869720
298,9.933333,1.572840,-1.656057,-0.466882,540.384338,886.476257,268.865173
299,9.966667,1.581695,-1.644454,-0.372058,540.381042,886.468018,268.917358
300,10.000000,1.572789,-1.661389,-0.466718,540.371948,886.485779,268.894470
301,10.033333,1.579297,-1.655846,-0.463819,540.383606,886.475952,268.871826
302,10.066667,1.578705,-1.654987,-0.476865,540.395569,886.469910,268.867828
303,10.100000,1.572768,-1.658678,-0.466413,540.379028,886.473206,268.860443
304,10.133333,1.567552,-1.666252,-0.464872,540.370605,886.485657,268.888306
